identifier,series,control_symbol,title,contents_date_str,contents_start_date,contents_end_date,location,access_status,access_decision_date_str,access_decision_date,reasons,harvest_year
33286534,C4384,55/4/4.2,TITLE: Customs house offices - including postal control - training rooms - Customs boarding officers training room - c 1955 - note display cabinets to right and the ashtrays CATEGORY: photograph FORMAT: b&w negative QUANTITY: 4 of 7 STATUS: preservation material,1955 - 1955,1955-01-01,1955-01-01,Sydney,Closed,17 Dec 2020,2020-12-17,33(1)(g),2020
33286543,C4384,55/6/2,"TITLE: Display of exhibits - wathes, drugs, weapons, alcohol - seized prohibited weapons in display case - seized prohibited weapons - c 1955 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 2 of 3 STATUS: preservation material",1955 - 1955,1955-01-01,1955-01-01,Sydney,Closed,17 Dec 2020,2020-12-17,33(1)(g),2020
33287148,C4384,65/41.4,TITLE: Film 42 - ship GEORGE ANSON - suspect [name withheld] - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 4 of 24 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287151,C4384,65/41.7,TITLE: Film 42 - ship GEORGE ANSON - suspect [name withheld] - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 7 of 24 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287152,C4384,65/41.8,TITLE: Film 42 - ship GEORGE ANSON - suspect [name withheld] - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 8 of 24 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,11 Dec 2020,2020-12-11,33(1)(g),2020
33287153,C4384,65/41.9,TITLE: Film 42 - ship GEORGE ANSON - suspect [name withheld] - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 9 of 24 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287158,C4384,65/41.14,TITLE: Film 42 - ship GEORGE ANSON - suspect [name withheld] - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 14 of 24 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287159,C4384,65/41.15,TITLE: Film 42 - ship GEORGE ANSON - suspect [name withheld] - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 15 of 24 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287160,C4384,65/41.16,TITLE: Film 42 - ship GEORGE ANSON - suspect [name withheld] - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 16 of 24 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287162,C4384,65/41.18,TITLE: Film 42 - ship GEORGE ANSON - suspect [name withheld] - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 18 of 24 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287163,C4384,65/41.19,TITLE: Film 42 - ship GEORGE ANSON - suspect [name withheld] - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 19 of 24 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287164,C4384,65/41.20,TITLE: Film 42 - ship GEORGE ANSON - suspect [name withheld] - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 20 of 24 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287165,C4384,65/41.21,TITLE: Film 42 - ship GEORGE ANSON - suspect [name withheld] - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 21 of 24 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287166,C4384,65/41.22,TITLE: Film 42 - ship GEORGE ANSON - suspect [name withheld] - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 22 of 24 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287167,C4384,65/41.23,TITLE: Film 42 - ship GEORGE ANSON - suspect [name withheld] - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 23 of 24 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287168,C4384,65/41.24,TITLE: Film 42 - ship GEORGE ANSON - suspect [name withheld] - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 24 of 24 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287170,C4384,65/42.2,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 2 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287171,C4384,65/42.3,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 3 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,17 Dec 2020,2020-12-17,33(1)(g),2020
33287172,C4384,65/42.4,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 4 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287173,C4384,65/42.5,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 5 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287175,C4384,65/42.7,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 7 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287176,C4384,65/42.8,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 8 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287177,C4384,65/42.9,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 9 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287178,C4384,65/42.10,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 10 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287179,C4384,65/42.11,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 11 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287180,C4384,65/42.12,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 12 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287181,C4384,65/42.13,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 13 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287182,C4384,65/42.14,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 14 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287183,C4384,65/42.15,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 15 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287184,C4384,65/42.16,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 16 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287185,C4384,65/42.17,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 17 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287186,C4384,65/42.18,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 18 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287187,C4384,65/42.19,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 19 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287188,C4384,65/42.20,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 20 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g)|MAKE YOUR SELECTION,2020
33287189,C4384,65/42.21,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 21 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287190,C4384,65/42.22,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 22 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,MAKE YOUR SELECTION,2020
33287191,C4384,65/42.23,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 23 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287192,C4384,65/42.24,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 24 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287193,C4384,65/42.25,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 25 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287194,C4384,65/42.26,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 26 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287195,C4384,65/42.27,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 27 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287196,C4384,65/42.28,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 28 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287197,C4384,65/42.29,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 29 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287198,C4384,65/42.30,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 30 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287199,C4384,65/42.31,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 31 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287200,C4384,65/42.32,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 32 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287201,C4384,65/42.33,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 33 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287202,C4384,65/42.34,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 34 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287203,C4384,65/42.35,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 35 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287204,C4384,65/42.36,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 36 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287205,C4384,65/42.37,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 37 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287206,C4384,65/42.38,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 38 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
33287207,C4384,65/42.39,TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 39 of 39 STATUS: preservation material,1965 - 1965,1965-01-01,1965-01-01,Sydney,Closed,15 Dec 2020,2020-12-15,33(1)(g),2020
60208128,A471,94081 PART A,"[WAYNE Alan William (Private) : Service Number - 319331 : PLATT Rodney Craig (Corporal) 227298 : Unit - 5/7 Royal Australian Regiment, Australian Military Forces : HOLLAND Gordon Frank (Lance Corporal) 4400594, 35th Water Transport Squadron, Date of Court Martial - 19 and 20 August 1987]",1987 - 1987,1987-01-01,1987-01-01,Canberra,Closed,06 Jul 2020,2020-07-06,Withheld pending adv,2020
60208129,A471,94081 PART B,"[WAYNE Alan William (Private) : Service Number - 319331 : PLATT Rodney Craig (Corporal) 227298 : Unit - 5/7 Royal Australian Regiment, Australian Military Forces : HOLLAND Gordon Frank (Lance Corporal) 4400594, 35th Water Transport Squadron : Date of Court Martial - 19 and 20 August 1987]",1987 - 1987,1987-01-01,1987-01-01,Canberra,Closed,06 Jul 2020,2020-07-06,Withheld pending adv,2020
60208137,A471,93959 PART 2,"[EDWARDS Nigel Brendan (Captain) : Service Number - 3172322 : Unit - N/A, Australian Military Forces : Date of Court Martial - 8 April 1986]",1986 - 1986,1986-01-01,1986-01-01,Canberra,Closed,21 May 2020,2020-05-21,Withheld pending adv,2020
122223052,E1477,EXHIBIT 15,Map of Dreaming Tracks - [Murranji Land Claim],1984 - 1984,1984-01-01,1984-01-01,Darwin,Closed,24 Apr 2020,2020-04-24,33(1)(d),2020
122223063,E1477,EXHIBIT 14 A,Murranji Land Claim : restricted submission by Dr. Sutton,1984 - 1984,1984-01-01,1984-01-01,Darwin,Closed,07 May 2020,2020-05-07,33(1)(d),2020
122223064,E1477,EXHIBIT 24,Murranji Land Claim - Women's ritual by Toni Bauman,1984 - 1984,1984-01-01,1984-01-01,Darwin,Closed,07 May 2020,2020-05-07,33(1)(d),2020
122223070,E1477,EXHIBIT 7-12,Murranji Land Claim - photo of stone tools,1983 - 1983,1983-01-01,1983-01-01,Darwin,Closed,07 May 2020,2020-05-07,33(1)(d),2020
122223079,E1477,"EXHIBITS 39A, 39B, 39C",Murranji Land Claim - restricted transcript,1983 - 1983,1983-01-01,1983-01-01,Darwin,Closed,08 May 2020,2020-05-08,33(1)(g),2020
202891826,J2041,REI-REZ,"Name index cards for Queensland Customs correspondence files, ‘Q’ prefix",1960 - 1971,1960-01-01,1971-01-01,Brisbane,Closed,18 May 2020,2020-05-18,,2020
202903450,A14370,JH1999/181/1,Cabinet Memorandum JH99/0181 - East Timor - United Nations (UN) consultation - Australian contribution - Decision JH99/0181/CAB,14 May 1999 - 18 May 1999,1999-05-14,1999-05-18,Canberra,Closed,08 Jul 2020,2020-07-08,Withheld pending adv,2020
202978241,B5270,VMKM01295-01,"WALSH, Horace Mason- Service Number - 3/1839",09 Dec 1948 - 01 Jul 1965,1948-12-09,1965-07-01,Sydney,Closed,26 Oct 2020,2020-10-26,33(1)(g),2020
202981170,A14370,JH1999/181/2,Cabinet Decision JH99/0181/CAB/2 - East Timor - United Nations (UN) consultation - Australian contribution - Without Submission,03 Aug 1999 - 03 Aug 1999,1999-08-03,1999-08-03,Canberra,Closed,09 Jul 2020,2020-07-09,Withheld pending adv,2020
202981408,A14370,JH2000/29,Cabinet Submission JH00/0029 - Review of Australian policy towards Papua New Guinea - Decision JH00/0029/CAB,24 Feb 2000 - 06 Mar 2000,2000-02-24,2000-03-06,Canberra,Closed,24 Apr 2020,2020-04-24,33(1)(a),2020
202981638,A14370,JH2000/293,Cabinet Submission JH00/0293 - Timor Gap Negotiations - Decision JH00/0293/CAB,29 Aug 2000 - 04 Sep 2000,2000-08-29,2000-09-04,Canberra,Closed,18 May 2020,2020-05-18,,2020
202981748,A14370,JH1999/193,Cabinet Submission JH99/0193 - Reference copy of Overflight and navigation in archipelagic waters - implications for Australia - Decision JH99/0193/NS,28 May 1999 - 01 Jun 1999,1999-05-28,1999-06-01,Canberra,Closed,13 May 2019,2019-05-13,33(1)(a),2020
202981806,A14370,JH2000/112,Cabinet Submission JH00/0112 - Reference copy of Bougainville - Peace Monitoring Group - extension of Australian participation and proposals for an exit strategy - Decision JH00/0112/NS,12 Apr 2000 - 13 Apr 2000,2000-04-12,2000-04-13,Canberra,Closed,04 May 2020,2020-05-04,,2020
202981825,A14370,JH2000/237,Cabinet Submission JH00/0237 - Reference copy of Review of Australia's policy towards the South Pacific - Decision JH00/0237/NS,25 Aug 2000 - 29 Aug 2000,2000-08-25,2000-08-29,Canberra,Closed,18 May 2020,2020-05-18,,2020
202981847,A14370,JH2000/321,Cabinet Submission JH00/0321 - Reference copy of Papua New Guinea - increased Australian assistance to stabilise and reform the Papua New Guinea Defence Force - Decision JH00/0321/NS,10 Oct 2000 - 11 Oct 2000,2000-10-10,2000-10-11,Canberra,Closed,12 Nov 2020,2020-11-12,33(1)(a),2020
203024315,M3825,52,[Personal papers of Prime Minister Hawke] Office of National Assessments (ONA),1983 - 1985,1983-01-01,1985-01-01,Canberra,Closed,08 Oct 2020,2020-10-08,Withheld pending adv,2020
