title,identifier,series,control_symbol,digitised_status,digitised_pages,access_status,access_decision_reasons,location,retrieved,contents_date_str,contents_start_date,contents_end_date,access_decision_date_str,access_decision_date,reasons
"Dossier of Neumann, Erich Erwin Heinz - German - Dossier No. 1014",381836,MP529/2,NEUMANN/EEH,False,0,Closed,"['33(1)(e)(ii)', '33(1)(g)']",Melbourne,2022-01-01T13:39:55.563493+11:00,1939 - 1940,1939,1940,30 Jan 1985,1985-01-30,"['33(1)(e)(ii)', '33(1)(g)']"
"Dossier of Lutterby, Henry Frederick William [Heinrich Friedrich Wilhelm] - Dossier No. 1417",381954,MP529/2,LUTTERBY/HFW,False,0,Closed,"['33(1)(e)(ii)', '33(1)(g)']",Melbourne,2022-01-01T13:39:56.612878+11:00,1939 - 1940,1939,1940,30 Jan 1985,1985-01-30,"['33(1)(e)(ii)', '33(1)(g)']"
"Dossier of Lindemann, Freiderich [Frederich, Frederick] Karl - Dossier No. 846",383364,MP529/2,LINDEMANN/FK,False,0,Closed,"['33(1)(e)(ii)', '33(1)(g)']",Melbourne,2022-01-01T13:39:57.737560+11:00,1939 - 1941,1939,1941,30 Jan 1985,1985-01-30,"['33(1)(e)(ii)', '33(1)(g)']"
"Dossier of Langsch, Albert (alias Lang) - German - Dossier No. 210",383385,MP529/2,LANGSCH/A,False,0,Closed,"['33(1)(e)(ii)', '33(1)(g)']",Melbourne,2022-01-01T13:39:59.065574+11:00,1939 - 1940,1939,1940,18 Dec 1984,1984-12-18,"['33(1)(e)(ii)', '33(1)(g)']"
"Dossier of Koch, Heinrich August Ernst - Dossier No. 1632",383411,MP529/2,KOCH/HAE,False,0,Closed,"['33(1)(e)(ii)', '33(1)(g)']",Melbourne,2022-01-01T13:40:00.144303+11:00,1939 - 1941,1939,1941,24 Jan 1985,1985-01-24,"['33(1)(e)(ii)', '33(1)(g)']"
"Dossier of Juhn, Leo [Vuhn, Leopold] - Dossier No. 478",383444,MP529/2,JUHN/L,False,0,Closed,"['33(1)(e)(ii)', '33(1)(g)']",Melbourne,2022-01-01T13:40:01.169062+11:00,1939 - 1940,1939,1940,25 Jan 1985,1985-01-25,"['33(1)(e)(ii)', '33(1)(g)']"
"Dossier of Heckmanns, Ludwig Curt [Kurt] - German- Dossier No. 854",383632,MP529/2,HECKMANNS/LC,False,0,Closed,"['33(1)(e)(ii)', '33(1)(g)', '33(1)(j)']",Melbourne,2022-01-01T13:40:02.222602+11:00,1934 - 1941,1934,1941,29 Jan 1985,1985-01-29,"['33(1)(e)(ii)', '33(1)(g)', '33(1)(j)']"
"Dossier of Hartl, Rudolph - Austrian - Dossier No. 1313",383664,MP529/2,HARTL/R,False,0,Closed,"['33(1)(e)(ii)', '33(1)(g)']",Melbourne,2022-01-01T13:40:03.239258+11:00,1939 - 1941,1939,1941,29 Jan 1985,1985-01-29,"['33(1)(e)(ii)', '33(1)(g)']"
"Dossier of Haack, William - Dossier No. 1066",383684,MP529/2,HAACK/W,False,0,Closed,"['33(1)(e)(ii)', '33(1)(g)']",Melbourne,2022-01-01T13:40:04.273015+11:00,1939 - 1940,1939,1940,29 Jan 1985,1985-01-29,"['33(1)(e)(ii)', '33(1)(g)']"
"Dossier of Greif, Johann - German - Dossier No. 1145",383718,MP529/2,GREIF/J,False,0,Closed,"['33(1)(e)(ii)', '33(1)(g)']",Melbourne,2022-01-01T13:40:05.279391+11:00,1939 - 1941,1939,1941,29 Jan 1985,1985-01-29,"['33(1)(e)(ii)', '33(1)(g)']"
"Dossier of Englehart, Otto Albert",383843,MP529/2,ENGLEHARDT/OA,False,0,Closed,['33(1)(g)'],Melbourne,2022-01-01T13:40:06.380539+11:00,1941 - 1941,1941,1941,18 Dec 1984,1984-12-18,['33(1)(g)']
"[Report of Ex-Chaplain (Fr. P.B. O'Keefe) 34 Aust. Inf. Bde. to Minister for the Army re British Commonwealth Occupation Force Conduct, Nov. 1947]",391183,MP742/1,285/1/1184,False,0,Closed,['33(1)(g)'],Melbourne,2022-01-01T13:40:07.447360+11:00,1947 - 1949,1947,1949,19 Jun 1984,1984-06-19,['33(1)(g)']
Davis J.A. - Writer of letter to Governor-General,395898,B741,V/91A,False,0,Closed,['33(1)(g)'],Melbourne,2022-01-01T13:40:08.631764+11:00,1917 - 1917,1917,1917,03 Jun 1994,1994-06-03,['33(1)(g)']
Alfred F.D. Stadly,396674,B741,V/22057,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Melbourne,2022-01-01T13:40:09.807833+11:00,1939 - 1955,1939,1955,04 Nov 1996,1996-11-04,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
John J. McGrath,396884,B741,V/337,False,0,Closed,['33(1)(g)'],Melbourne,2022-01-01T13:40:10.771717+11:00,1924 - 1930,1924,1930,17 Jul 1989,1989-07-17,['33(1)(g)']
John Roberts [Whereabouts],398158,B741,V/620,False,0,Closed,['33(1)(g)'],Melbourne,2022-01-01T13:40:11.860357+11:00,1924 - 1930,1924,1930,28 Aug 1989,1989-08-28,['33(1)(g)']
[Misconduct - HMAS Australia],399770,MP1049/5,1858/2/21,False,0,Closed,['33(1)(g)'],Melbourne,2022-01-01T13:40:13.164949+11:00,1946 - 1946,1946,1946,24 Apr 1995,1995-04-24,['33(1)(g)']
Offences Book [Aborigines],405654,B354,41,False,0,Closed,['33(1)(g)'],Melbourne,2022-01-01T13:40:14.135665+11:00,1931 - 1957,1931,1957,31 Aug 1989,1989-08-31,['33(1)(g)']
Doctor's reports on individual aborigines [contains clinical notes],405661,B354,20,False,0,Closed,['33(1)(g)'],Melbourne,2022-01-01T13:40:15.132373+11:00,1931 - 1957,1931,1957,03 Dec 1997,1997-12-03,['33(1)(g)']
Lake Tyers - Vaccination record,405678,B354,22,False,0,Closed,['33(1)(g)'],Melbourne,2022-01-01T13:40:16.139478+11:00,1879 - 1933,1879,1933,10 Jun 1993,1993-06-10,['33(1)(g)']
"Harrison, Violet",407553,B337,320,False,0,Closed,['33(1)(g)'],Melbourne,2022-01-01T13:40:20.348134+11:00,1930 - 1930,1930,1930,08 Jan 1992,1992-01-08,['33(1)(g)']
Mary Darby,407597,B337,204,False,0,Closed,['33(1)(g)'],Melbourne,2022-01-01T13:40:21.383193+11:00,1936 - 1936,1936,1936,29 Apr 1994,1994-04-29,['33(1)(g)']
[Trial of Lieutenant Tazaki Takehiko],415359,B4163,REEL 18 PART 3,False,0,Closed,['33(1)(g)'],Melbourne,2022-01-01T13:40:22.469237+11:00,1945 - 1945,1945,1945,29 Jul 1985,1985-07-29,['33(1)(g)']
[Statements -Cannibalism in New Guinea from Australian personnel],415411,B4163,REEL 10 PART 2,False,0,Closed,['33(1)(g)'],Melbourne,2022-01-01T13:40:23.506087+11:00,1945 - 1945,1945,1945,25 Jul 1985,1985-07-25,['33(1)(g)']
Communist Party of Australia - South Australia Aggregate Meetings,424616,A6122,525,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:40:24.513231+11:00,1949 - 1949,1949,1949,02 Sep 1987,1987-09-02,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
Communist Party of Australia - Branches Victoria St. Kilda Branch Volume 1,424617,A6122,503,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:40:25.482806+11:00,1949 - 1949,1949,1949,02 Sep 1987,1987-09-02,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
Communist Party of Australia - Branches Vicdtoria Boot Trade Branch,424618,A6122,501,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:40:26.485398+11:00,1949 - 1949,1949,1949,02 Sep 1987,1987-09-02,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
Communist Party of Australia - Branches Victoria AbbotsfordBrewery Branch,424619,A6122,500,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:40:27.506975+11:00,1949 - 1949,1949,1949,02 Sep 1987,1987-09-02,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
Communist Party of Australia - Branches - Victoria Exchange Branch,424620,A6122,499,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:40:28.553423+11:00,1949 - 1949,1949,1949,02 Sep 1987,1987-09-02,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
Commonwealth Party of Australia - Branches Victoria - SEC Green Street Branch,424648,A6122,495,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:40:29.546538+11:00,1949 - 1949,1949,1949,02 Sep 1987,1987-09-02,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
Epworth Hospital Branch. Communist Party of Australia,424649,A6122,494,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:40:30.573220+11:00,1949 - 1949,1949,1949,02 Sep 1987,1987-09-02,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
Communist Party of Australia. Branches Victoria Munitions Branch,424650,A6122,489,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:40:31.579133+11:00,1949 - 1949,1949,1949,02 Sep 1987,1987-09-02,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
Communist Party of Australia - Unemployed Relief Committee Western Australia,424651,A6122,482,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:40:32.565871+11:00,1949 - 1949,1949,1949,02 Sep 1987,1987-09-02,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
Communist Party of Australia - relations with Communist Party of the Soviet Union,424656,A6122,466,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:40:33.536202+11:00,1949 - 1949,1949,1949,07 Apr 1994,1994-04-07,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
CP of A [Communist Party of Australia] Cultural Activity SA [South Australia],424666,A6122,453,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:40:34.599692+11:00,1949 - 1949,1949,1949,02 Sep 1987,1987-09-02,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
"CP of A [Communist Party of Australia] - Cultural Activities, NSW [New South Wales]",424668,A6122,452,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:40:35.602051+11:00,1949 - 1949,1949,1949,02 Sep 1987,1987-09-02,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
Far East (Strength of Armed Forces),424741,A1068,DL47/5/8,False,0,Closed,"['33(1)(a)', '33(1)(b)']",Canberra,2022-01-01T13:40:36.597990+11:00,1946 - 1948,1946,1948,17 Aug 1990,1990-08-17,"['33(1)(a)', '33(1)(b)']"
India. Defence. Military Aid,424789,A1838,169/12/5 PART 4,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T13:40:37.642154+11:00,1963 - 1963,1963,1963,11 Feb 2015,2015-02-11,['Withheld pending adv']
India. Defence. Military Aid,424791,A1838,169/12/5 PART 6,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T13:40:38.562212+11:00,1963 - 1963,1963,1963,12 Feb 2015,2015-02-12,['Withheld pending adv']
CPA [Communist Party of Australia] NSW - Western District,425486,A6122,580,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:40:39.626053+11:00,1949 - 1949,1949,1949,12 Oct 1987,1987-10-12,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
CPA Qld - Cadres and Education Committee,426037,A6122,568,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:40:43.685629+11:00,1954 - 1955,1954,1955,22 Sep 1987,1987-09-22,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
CPA Victoria - Disputes Committee,426038,A6122,567,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:40:44.675589+11:00,1954 - 1955,1954,1955,22 Sep 1987,1987-09-22,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
CPA Qld Women's Sub-Committee,426039,A6122,566,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:40:45.682169+11:00,1954 - 1955,1954,1955,22 Sep 1987,1987-09-22,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
CPA [Communist Party of Australia] - Committees NSW [New South Wales] - School Committee,426042,A6122,563,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:40:46.651168+11:00,1949 - 1949,1949,1949,08 Oct 1987,1987-10-08,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
CPA [Communist Party of Australia] Youth Committee - South Australia,426043,A6122,562,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:40:47.790313+11:00,1949 - 1949,1949,1949,08 Oct 1987,1987-10-08,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
CPA [Communist Party of Australia] - Women's Committee Western Australia,426044,A6122,561,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:40:48.749984+11:00,1949 - 1949,1949,1949,08 Oct 1987,1987-10-08,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
CPA [Communist Party of Australia] Youth Sub-Committee - Western Australia,426045,A6122,560,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:40:49.754561+11:00,1949 - 1949,1949,1949,08 Oct 1987,1987-10-08,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
CPA - [Communist Party of Australia] - Trade Union Committee - Tasmania,426047,A6122,558,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:40:50.721890+11:00,1949 - 1949,1949,1949,08 Oct 1987,1987-10-08,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
"CPA [Communist Party of Australia] - Arts Committee, Victoria",426050,A6122,555,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",XNAA,2022-01-01T13:40:51.854211+11:00,1949 - 1949,1949,1949,16 Sep 1987,1987-09-16,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
CPA - [Communist Party of Australia] Victoria Propaganda Committee,426051,A6122,554,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:40:52.824318+11:00,1949 - 1949,1949,1949,16 Sep 1987,1987-09-16,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
CPA [Communist Party of Australia] NSW [New South Wales] Student Committee,426052,A6122,553,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:40:53.818468+11:00,1949 - 1949,1949,1949,22 Sep 1987,1987-09-22,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
CPA - [Communist Party of Australia] Propaganda Committees - South Australia,426054,A6122,551,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:40:55.001290+11:00,1949 - 1949,1949,1949,22 Sep 1987,1987-09-22,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
CP of A [Communist Party of Australia - State Committee Tasmania - Volume 2,426057,A6122,548,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:40:55.983203+11:00,1949 - 1949,1949,1949,09 Sep 1987,1987-09-09,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
CP of A [Communist Party of Australia] - N.S.W. [New South Wales] - Newcastle District Metal Section,426552,A6122,643,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:40:56.920912+11:00,1949 - 1949,1949,1949,04 Nov 1987,1987-11-04,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
CP of A [Communist Party of Australia] Sections N.S.W. Bankstown/Chullora Section,426553,A6122,644,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:40:57.901901+11:00,1949 - 1949,1949,1949,04 Nov 1987,1987-11-04,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
CP of A [Communist Party of Australia] General Motors Holdens Fishermen's Bend Branch - Victoria,427513,A6122,516,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:40:58.886761+11:00,1954 - 1955,1954,1955,16 Oct 2009,2009-10-16,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
Communist Party of Australia ( CPA ) Newcastle / Hunter Valley ( Branch / District ) Volume 1,427875,A6122,579,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(e)(ii)', '33(1)(e)(iii)']",XNAA,2022-01-01T13:40:59.925572+11:00,1939 - 1955,1939,1955,02 Feb 2012,2012-02-02,"['33(1)(a)', '33(1)(d)', '33(1)(e)(ii)', '33(1)(e)(iii)']"
C P of A [Communist Party of Australia] Queensland Ross River Meat Works Branch,429431,A6122,710,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:41:00.868489+11:00,1949 - 1949,1949,1949,10 Oct 1987,1987-10-10,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
C P of A [Communist Party of Australia] Queensland Norman Park Branch,429434,A6122,709,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:41:02.233422+11:00,1949 - 1949,1949,1949,10 Oct 1987,1987-10-10,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
C P of A [Communist Party of Australia] Queensland Charleville Branch,429436,A6122,708,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:41:03.355761+11:00,1949 - 1949,1949,1949,01 Dec 1987,1987-12-01,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
C P of A [Communist Party of Australia] Queensland South Brisbane Branch,429438,A6122,705,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:41:07.391158+11:00,1949 - 1949,1949,1949,01 Dec 1987,1987-12-01,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
C P of A Qld [Communist Party of Australia Queensland] Shipyards Branch,429439,A6122,704,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:41:08.509011+11:00,1949 - 1949,1949,1949,01 Dec 1987,1987-12-01,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
C P of A [Communist Party of Australia] Queensland Toombul Branch,429441,A6122,703,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:41:09.508375+11:00,1949 - 1949,1949,1949,01 Dec 1987,1987-12-01,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
C P of A [Communist Party of Australia] Queensland - Wilston/Grange Branch,429446,A6122,700,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(e)(ii)', '33(1)(g)']",XNAA,2022-01-01T13:41:10.527328+11:00,1949 - 1949,1949,1949,03 Dec 1987,1987-12-03,"['33(1)(a)', '33(1)(d)', '33(1)(e)(ii)', '33(1)(g)']"
C P of A [Communist Party of Australia] Queensland General Branch formerly known as Brisbane Hospital Branch,429449,A6122,698,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:41:11.527832+11:00,1949 - 1949,1949,1949,01 Dec 1987,1987-12-01,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
"Norman, Francis George - Margaret M, widow of -",429629,B73,MB57360,False,0,Closed,['33(1)(g)'],Melbourne,2022-01-01T13:41:12.565176+11:00,1950 - 1977,1950,1977,20 May 1996,1996-05-20,['33(1)(g)']
"Chausen, Albert",429737,B73,M79819,False,0,Closed,['33(1)(g)'],Melbourne,2022-01-01T13:41:13.595050+11:00,1917 - 1982,1917,1982,20 May 1996,1996-05-20,['33(1)(g)']
Census 1933 District J (Timber Creek),430831,F504,11,False,0,Closed,['33(1)(d)'],Darwin,2022-01-01T13:41:14.853429+11:00,1933 - 1933,1933,1933,20 Oct 1997,1997-10-20,['33(1)(d)']
CPA Qld [Communist Party of Australia Queensland] - Cairns Queerah Meatworks Branch. [All 2 folios exempt],431263,A6122,726,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(e)(ii)', '33(1)(g)']",Canberra,2022-01-01T13:41:15.874979+11:00,1949 - 1954,1949,1954,18 Mar 1998,1998-03-18,"['33(1)(a)', '33(1)(d)', '33(1)(e)(ii)', '33(1)(g)']"
Communist Party of Australia - Queensland - Sergeants Branch,431287,A6122,737,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:41:16.898075+11:00,1949 - 1949,1949,1949,04 Feb 1988,1988-02-04,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
CP of A [Communist Party of Australia] - Branches Queensland - North Industrial Branch,431288,A6122,738,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:41:18.049547+11:00,1949 - 1949,1949,1949,04 Feb 1988,1988-02-04,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
CP of A [Communist Party of Australia] - Queensland Virginia Branch,431289,A6122,739,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:41:19.115795+11:00,1949 - 1949,1949,1949,04 Feb 1988,1988-02-04,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
Indonesia - Political - General,432043,A1838,3034/2/1 PART 2 ANNEX,False,0,Closed,['33(1)(a)'],Canberra,2022-01-01T13:41:20.103548+11:00,1959 - 1959,1959,1959,06 Jun 2001,2001-06-06,['33(1)(a)']
Cunderdin Holding Centre - Official Investigation,432515,PP6/1,1950/H/218,False,0,Closed,['33(1)(g)'],Perth,2022-01-01T13:41:21.091117+11:00,1950 - 1950,1950,1950,22 Mar 1988,1988-03-22,['33(1)(g)']
6th World Power Conference Australia 1962 Australian Atomic Energy Commission,433553,C945,G1957/6 PART 2,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T13:41:22.127518+11:00,1959 - 1960,1959,1960,15 Jan 1988,1988-01-15,['33(1)(g)']
Australian Institute of Nuclear Science and Engineering Headquarters building Australian Atomic Energy Commission,433556,C945,G1957/189 PART 2,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T13:41:23.157291+11:00,1958 - 1960,1958,1960,15 Jan 1988,1988-01-15,['33(1)(g)']
G PUCCINI,439381,AP501/2,111,False,0,Closed,['33(1)(g)'],Adelaide,2022-01-01T13:41:24.129998+11:00,1929 - 1944,1929,1944,30 May 1988,1988-05-30,['33(1)(g)']
"Pay history card of Private J. Kleehammer, Reg No 2785, 45th Bn.",441046,MT297/1,KLEEHAMMER/J,False,0,Closed,['33(1)(g)'],Melbourne,2022-01-01T13:41:25.208518+11:00,1916 - 1920,1916,1920,12 Jul 1988,1988-07-12,['33(1)(g)']
Communist Party of Australia (Victoria) - Heidelberg,441156,A6122,812,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:41:26.295810+11:00,1949 - 1949,1949,1949,13 Jul 1988,1988-07-13,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
Communist Party of Australia. NSW Front Branch,441170,A6122,783,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:41:27.337800+11:00,1949 - 1949,1949,1949,13 Jul 1988,1988-07-13,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
Communist Party of Australia. NSW Newcastle South Branch,441172,A6122,781,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:41:31.437473+11:00,1949 - 1949,1949,1949,13 Jul 1988,1988-07-13,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
Communist Party of Australia. NSW Redfern Branch,441173,A6122,780,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:41:32.471362+11:00,1949 - 1949,1949,1949,13 Jul 1988,1988-07-13,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
Communist Party of Australia. NSW East Bankstown Branch,441176,A6122,777,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:41:33.537650+11:00,1955 - 1955,1955,1955,13 Jul 1988,1988-07-13,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
Communist Party of Australia. NSW Cockatoo Dock Branch,441179,A6122,774,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:41:34.499753+11:00,1949 - 1949,1949,1949,13 Jul 1988,1988-07-13,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
Communist Party of Australia. NSW Ross Street Technical College Branch,441180,A6122,773,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(g)']",Canberra,2022-01-01T13:41:35.597910+11:00,1949 - 1949,1949,1949,13 Jul 1988,1988-07-13,"['33(1)(a)', '33(1)(d)', '33(1)(g)']"
