identifier,series,control_symbol,title,series_title,contents_date_str,contents_start_date,contents_end_date,access_status,access_decision_date,reasons
451200,A6122,874,CPA [Communist Party of Australia] - Tasmania - Beauty Point branch,"Subject files, multiple number series",1949 - 1956,1949-01-01,1956-01-01,Closed,1989-03-02 00:00:00,33(1)(a)
451208,A6122,892,Communist Party of Australia - Western Australia - Bassendean Branch,"Subject files, multiple number series",1949 - 1956,1949-01-01,1956-01-01,Closed,1989-03-02 00:00:00,33(1)(a)
451209,A6122,893,Communist Party of Australia - Western Australia - Belmont Park Branch,"Subject files, multiple number series",1949 - 1956,1949-01-01,1956-01-01,Closed,1989-03-02 00:00:00,33(1)(a)
451210,A6122,894,Communist Party of Australia - Western Australia - Nedlands Branch,"Subject files, multiple number series",1949 - 1956,1949-01-01,1956-01-01,Closed,1989-03-02 00:00:00,33(1)(a)
451211,A6122,895,CPA [Communist Party of Australia] - Tasmania - Finance,"Subject files, multiple number series",1949 - 1956,1949-01-01,1956-01-01,Closed,1989-03-02 00:00:00,33(1)(a)
451270,A6122,825,Communist Party of Australia - Kensington branch,"Subject files, multiple number series",1949 - 1958,1949-01-01,1958-01-01,Closed,1989-03-10 00:00:00,33(1)(a)
451272,A6122,823,Communist Party of Australia - Saint Vincents Hospital Building branch,"Subject files, multiple number series",1949 - 1958,1949-01-01,1958-01-01,Closed,1989-03-10 00:00:00,33(1)(a)
451277,A6122,818,Communist Party in Australia - Victoria - North Melbourne branch,"Subject files, multiple number series",1949 - 1958,1949-01-01,1958-01-01,Closed,1989-03-10 00:00:00,33(1)(a)
451279,A6122,795,CPA [Communist Party of Australia] - NSW - Vaucluse branch,"Subject files, multiple number series",1949 - 1958,1949-01-01,1958-01-01,Closed,1989-03-10 00:00:00,33(1)(a)
451459,B551,43/11/4342,Termination of services - investigating officer,"Correspondence files, single number series with year and subject significant prefixes.",1943 - 1944,1943-01-01,1944-01-01,Closed,1987-03-01 00:00:00,33(1)(g)
451828,A6122,906,Communist Party of Australia (Western Australia) aggregate meetings,"Subject files, multiple number series",1949 - 1956,1949-01-01,1956-01-01,Closed,1989-03-15 00:00:00,33(1)(a)
451834,A6122,908,Communist Party of Australia (Tasmania) Aggregate meetings,"Subject files, multiple number series",1949 - 1956,1949-01-01,1956-01-01,Closed,1989-03-15 00:00:00,33(1)(a)
451835,A6122,909,Communist Party of Australia (New South Wales) Aggregate meetings,"Subject files, multiple number series",1949 - 1956,1949-01-01,1956-01-01,Closed,1989-03-15 00:00:00,33(1)(a)
451836,A6122,910,Communist Party of Australia. Social activities - Queensland,"Subject files, multiple number series",1949 - 1956,1949-01-01,1956-01-01,Closed,1989-03-15 00:00:00,33(1)(a)
451843,A6122,914,Communist Party of Australia - Progress Association faction - New South Wales,"Subject files, multiple number series",1949 - 1956,1949-01-01,1956-01-01,Closed,1989-03-15 00:00:00,33(1)(a)
451879,MP98/11,S/350/6,"Allied Supply Standing Committee - 6th Meeting, 17th August, 1942.",Agenda and Decisions,1942 - 1942,1942-01-01,1942-01-01,Closed,1973-04-01 00:00:00,Pre Access Recorder
451892,A6119,343,Ian Frank George MILNER volume 3,"Personal files, alpha-numeric series",1944 - 1957,1944-01-01,1957-01-01,Closed,2007-01-19 00:00:00,33(1)(a)|33(1)(d)|33(1)(e)(ii)|33(1)(g)
451924,A6119,322,Audrey Elsie BLAKE volume 3,"Personal files, alpha-numeric series",1957 - 1964,1957-01-01,1964-01-01,Closed,1995-03-29 00:00:00,33(1)(a)
451958,MP101/2,43/33,Director-general of munitions - monthly reports,"General papers of the Assistant Secretary (Supplies) and Assistant Business Advisor, Department of the Army, Mr S Thorpe",01 Jan 1800 - 01 Jan 1800,1800-01-01,1800-01-01,Closed,1973-06-01 00:00:00,Pre Access Recorder
453600,A816,25/301/572,[portion of title exempt] Intelligence Estimates [portion of title exempt] [0.5cm],"Correspondence files, multiple number series [Classified 301] [Main correspondence files series of the agency]",1954 - 1954,1954-01-01,1954-01-01,Closed,1991-05-02 00:00:00,33(1)(a)|33(1)(b)
453601,A816,25/301/555,United States Intelligence - Report by JIB [Joint Intelligence Bureau] Representative - Washington,"Correspondence files, multiple number series [Classified 301] [Main correspondence files series of the agency]",1953 - 1957,1953-01-01,1957-01-01,Closed,2003-08-13 00:00:00,33(1)(a)|33(1)(b)|Withheld pending adv
454415,A6122,994,"Communist Party of Australia, ""Corvette"", Garden Island Publications","Subject files, multiple number series",1949 - 1956,1949-01-01,1956-01-01,Closed,1989-04-13 00:00:00,33(1)(a)
454420,A6122,992,Communist Party of Australia. Carriage News.,"Subject files, multiple number series",1949 - 1956,1949-01-01,1956-01-01,Closed,1989-04-13 00:00:00,33(1)(a)
454677,A10872,100/1/2,"Australian Service Directive (Interim Directive 1957 and Revision) - [Australian Secret Intelligence Service, ASIS]","Correspondence files, multiple number system with primary numbers 100-140",1957 - 1963,1957-01-01,1963-01-01,Closed,1989-03-23 00:00:00,33(1)(a)
454683,A6122,1012,Communist Party of Australia - South Australia. Schools,"Subject files, multiple number series",1949 - 1956,1949-01-01,1956-01-01,Closed,1989-04-14 00:00:00,33(1)(a)
454687,A6122,1008,Communist Party of Australia. Security within Communist Party of Australia,"Subject files, multiple number series",1949 - 1956,1949-01-01,1956-01-01,Closed,1989-04-14 00:00:00,33(1)(a)
454694,A6122,1001,Communist Party of Australia - Junior League Magazine,"Subject files, multiple number series",1949 - 1956,1949-01-01,1956-01-01,Closed,1989-04-14 00:00:00,33(1)(a)
454699,A6122,998,Communist Party of Australia - Dynamo,"Subject files, multiple number series",1949 - 1956,1949-01-01,1956-01-01,Closed,1989-04-14 00:00:00,33(1)(a)
455391,MP298/1,NN,Programme reports (Victoria),Programme Reports,1934 - 1941,1934-01-01,1941-01-01,Closed,1974-03-01 00:00:00,Pre Access Recorder
455392,MP298/1,NN,Programme reports (Victoria) 1941,Programme Reports,01 Jan 1800 - 01 Jan 1800,1800-01-01,1800-01-01,Closed,1974-03-01 00:00:00,Pre Access Recorder
455393,MP298/1,NN,Programme reports 1943,Programme Reports,01 Jan 1800 - 01 Jan 1800,1800-01-01,1800-01-01,Closed,1974-03-01 00:00:00,Pre Access Recorder
455394,MP298/1,NN,Programme report 1945,Programme Reports,01 Jan 1800 - 01 Jan 1800,1800-01-01,1800-01-01,Closed,1974-03-01 00:00:00,Pre Access Recorder
455395,MP298/1,NN,Programme reports 1946,Programme Reports,01 Jan 1800 - 01 Jan 1800,1800-01-01,1800-01-01,Closed,1974-03-01 00:00:00,33(1)(g)|Closed period
455396,MP298/1,NN,Programme reports 1947,Programme Reports,01 Jan 1800 - 01 Jan 1800,1800-01-01,1800-01-01,Closed,1974-03-01 00:00:00,33(1)(g)|Closed period
455397,MP298/1,NN,Programme & presentation reports 1948,Programme Reports,01 Jan 1800 - 01 Jan 1800,1800-01-01,1800-01-01,Closed,1974-03-01 00:00:00,33(1)(g)|Closed period
455398,D362,HX22158,Ernest Robert LAWSON - parts 1 & 2,"Personal case files, (1939-1945 war), single number series with ""MX"" (medical), ""CX"" (pension), ""HX"" (hospital) and ""RX"" (registration) prefix.",1959 - 1975,1959-01-01,1975-01-01,Closed,1989-03-14 00:00:00,33(1)(g)
455401,D362,MX22158,Ernest Robert LAWSON - includes service medical & history documents & general medical file,"Personal case files, (1939-1945 war), single number series with ""MX"" (medical), ""CX"" (pension), ""HX"" (hospital) and ""RX"" (registration) prefix.",1959 - 1976,1959-01-01,1976-01-01,Closed,1989-03-14 00:00:00,33(1)(g)
457289,A6122,882,CPA [Communist Party of Australia] Defeat the Menzies Govt. [Government] Campaign Deputation to Canberra,"Subject files, multiple number series",1953 - 1954,1953-01-01,1954-01-01,Closed,2007-01-19 00:00:00,33(1)(a)|33(1)(d)|33(1)(g)
457294,A6122,885,Communist Party of Australia - Canberra Propaganda,"Subject files, multiple number series",1949 - 1956,1949-01-01,1956-01-01,Closed,1989-04-20 00:00:00,33(1)(a)
457481,A6122,1023,"Communist Party of Australia - Victoria, Schools","Subject files, multiple number series",1949 - 1956,1949-01-01,1956-01-01,Closed,1989-04-14 00:00:00,33(1)(a)
457492,A6122,1025,"Communist Party of Australia - Social activities, general","Subject files, multiple number series",1949 - 1958,1949-01-01,1958-01-01,Closed,1989-05-03 00:00:00,33(1)(a)
457496,A6122,1026,Communist Party of Australia. New South Wales Schools [Volume 1],"Subject files, multiple number series",1949 - 1958,1949-01-01,1958-01-01,Closed,1989-05-03 00:00:00,33(1)(a)
457502,A6122,1027,Communist Party of Australia. New South Wales schools [Volume 2],"Subject files, multiple number series",1949 - 1956,1949-01-01,1956-01-01,Closed,1989-05-03 00:00:00,33(1)(a)
457507,A6122,1028,"Communist Party of Australia - Tasmania, illegal apparatus","Subject files, multiple number series",1949 - 1956,1949-01-01,1956-01-01,Closed,1989-05-03 00:00:00,33(1)(a)
457521,A6122,1031,Communist Party of Australia - campaigns to increase membership and gain public support,"Subject files, multiple number series",1949 - 1956,1949-01-01,1956-01-01,Closed,1989-05-03 00:00:00,33(1)(a)
457527,A6122,1032,"Communist Party of Australia - New South Wales, social activities","Subject files, multiple number series",1949 - 1956,1949-01-01,1956-01-01,Closed,1989-05-03 00:00:00,33(1)(a)
457545,A6122,1035,"Communist Party of Australia - Tasmania, schools","Subject files, multiple number series",1949 - 1956,1949-01-01,1956-01-01,Closed,1989-05-03 00:00:00,33(1)(a)
457833,MP407/13,67,[Beaufort transport inquiry - dismissal of Mr  Moore and Mr Lawson],"Correspondence of K P Forman (Manager, Central Supply)",1944 - 1944,1944-01-01,1944-01-01,Closed,1974-01-01 00:00:00,Pre Access Recorder
458113,MP450/1,135,aircraft repair & overhaul,Papers relating to the production of aircraft in Australia,01 Jan 1800 - 01 Jan 1800,1800-01-01,1800-01-01,Closed,1973-12-01 00:00:00,Pre Access Recorder
458230,A6122,1036,Communist Party of Australia. Western Australia. Social Activities,"Subject files, multiple number series",1949 - 1958,1949-01-01,1958-01-01,Closed,1989-05-08 00:00:00,33(1)(a)
458275,A6122,945,Communist Part of Australia. Electric Press,"Subject files, multiple number series",1949 - 1958,1949-01-01,1958-01-01,Closed,1989-05-08 00:00:00,33(1)(a)
458652,A6122,1058,"Communist Party of Australia - New South Wales, Taxi drivers' branch","Subject files, multiple number series",1949 - 1958,1949-01-01,1958-01-01,Closed,1989-05-08 00:00:00,33(1)(a)
458655,A6122,1061,"Communist Party of Australia - New South Wales, Arrow Branch","Subject files, multiple number series",1949 - 1958,1949-01-01,1958-01-01,Closed,1989-05-08 00:00:00,33(1)(a)
458657,A6122,1063,"Communist Party of Australia - New South Wales, Brookvale - Manly Branch","Subject files, multiple number series",1949 - 1958,1949-01-01,1958-01-01,Closed,1989-05-08 00:00:00,33(1)(a)
458658,A6122,1064,"Communist Party of Australia - New South Wales, Albury Branch","Subject files, multiple number series",1949 - 1958,1949-01-01,1958-01-01,Closed,1989-05-08 00:00:00,33(1)(a)
459429,AWM54,244/1/1,[Demolitions - General:] Emergency Demolitions - Bulk Oil Installations (Nov 1942),"Written records, 1939-45 War",1942 - 1942,1942-01-01,1942-01-01,Closed,2012-06-05 00:00:00,Withheld pending adv
459431,AWM54,244/1/2 PART 1,"[Demolitions - General:] Files dealing with the demolition programme, 8 Military District, after the war - Disposal of bombs and explosives, 1949-1950 [Part 1 of 3]","Written records, 1939-45 War",1946 - 1957,1946-01-01,1957-01-01,Closed,2012-06-06 00:00:00,Withheld pending adv
459432,AWM54,244/2/20,"[Demolitions - Schemes:] Preparation for Demolition: Bridges and jetties, Eastern Command, Road and Railway Bridges, Liverpool, Georges River, Milperra, Illawarra, Wollongong, Broken Bay and Narrabeen (Jan 1942)","Written records, 1939-45 War",1942 - 1942,1942-01-01,1942-01-01,Closed,2012-06-06 00:00:00,Withheld pending adv
459437,AWM54,244/2/26 PART 1,"[Demolitions - Schemes:] Correspondence, instructions, plans and reports in connection with the preparation of demolition charges by the Volunteer Defence Corps, in the Maryborough Area, [Part 1 of 15]","Written records, 1939-45 War",1942 - 1943,1942-01-01,1943-01-01,Closed,2012-06-06 00:00:00,Withheld pending adv
459438,AWM54,244/2/26 PART 2,"[Demolitions - Schemes:] Correspondence, instructions, plans and reports in connection with the preparation of demolition charges by the Volunteer Defence Corps in the Maryborough Area [Part 2 of 15]","Written records, 1939-45 War",1942 - 1943,1942-01-01,1943-01-01,Closed,2012-06-06 00:00:00,Withheld pending adv
459439,AWM54,244/2/26 PART 3,"[Demolitions - Schemes:] Correspondence, instructions, plans and reports in connection with the preparation of demolition charges by the Volunteer Defence Corps in the Victorian Area [Part 3 of 15]","Written records, 1939-45 War",1942 - 1943,1942-01-01,1943-01-01,Closed,2012-06-06 00:00:00,Withheld pending adv
459441,AWM54,244/2/26 PART 4,"[Demolitions - Schemes:] Correspondence, instructions, plans and reports in connection with the preparation of demolition charges by the Volunteer Defence Corps in the Rockhampton, Monto, Mundubbera, Marybrough and Bundaberg Areas [Part 4 of 15]","Written records, 1939-45 War",1942 - 1943,1942-01-01,1943-01-01,Closed,2012-06-06 00:00:00,Withheld pending adv
459442,AWM54,244/2/26 PART 5,"[Demolitions - Schemes:] Correspondence, instructions, plans and reports in connection with the preparation of demolition charges by the Volunteer Defence Corps in the Townsville, Mackay, St Lawrence Areas [Part 5 of 15]","Written records, 1939-45 War",1942 - 1943,1942-01-01,1943-01-01,Closed,2012-06-06 00:00:00,Withheld pending adv
459444,AWM54,244/2/26 PART 6,"[Demolitions - Schemes:] Correspondence, instructions, plans and reports in connection with the preparation of demolition charges by the Volunteer Defence Corps in the Gympie Area [Part 6 of 15]","Written records, 1939-45 War",1942 - 1943,1942-01-01,1943-01-01,Closed,2012-06-06 00:00:00,Withheld pending adv
459445,AWM54,244/2/26 PART 7,"[Demolitions - Schemes:] Correspondence, instructions, plans and reports in connection with the preparation of demolition charges by the Volunteer Defence Corps in the Marinda, Proserpine, Mackay Areas [Part 7 of 15]","Written records, 1939-45 War",1942 - 1943,1942-01-01,1943-01-01,Closed,2012-06-06 00:00:00,Withheld pending adv
459446,AWM54,244/2/26 PART 8,"[Demolitions - Schemes:] Correspondence, instructions, plans and reports in connection with the preparation of demolition charges by the Volunteer Defence Corps in Charters Towers, Hughenden, Cloncurry Area [Part 8 of 15]","Written records, 1939-45 War",1942 - 1943,1942-01-01,1943-01-01,Closed,2012-06-06 00:00:00,Withheld pending adv
459447,AWM54,244/2/26 PART 10,"[Demolitions - Schemes:] Demolition Reconnaissance Reports by 15 Battalion Volunteer Defence Corps, Rockhampton Area (Aug 1943) [Part 10 of 15]","Written records, 1939-45 War",1943 - 1943,1943-01-01,1943-01-01,Closed,2012-06-06 00:00:00,Withheld pending adv
459448,AWM54,244/2/26 PART 11,[Demolitions - Schemes:] Demolition Reconnaissance Reports by 15 Battalion Volunteer Defence Corps in the Mackay Area (Sep 1943) [Part 11 of 15],"Written records, 1939-45 War",1943 - 1943,1943-01-01,1943-01-01,Closed,2012-06-06 00:00:00,Withheld pending adv
459449,AWM54,244/2/26 PART 12,[Demolitions - Schemes:] Demolition Reconnaissance Reports by 15 Battalion Volunteer Defence Corps in the Mackay Area of Queensland (Jun 1943) [Part 12 of 15],"Written records, 1939-45 War",1943 - 1943,1943-01-01,1943-01-01,Closed,2012-06-06 00:00:00,Withheld pending adv
459450,AWM54,244/2/26 PART 13,[Demolitions - Schemes:] Demolition Reconnaissance Reports by 15 Battalion Volunteer Defence Corps in the Sarina Area of Queensland (Jul 1943) [Part 13 of 15],"Written records, 1939-45 War",1943 - 1943,1943-01-01,1943-01-01,Closed,2012-06-06 00:00:00,Withheld pending adv
459451,AWM54,244/2/26 PART 14,[Demolitions - Schemes:] Demolition Reconnaissance Reports by 15 Battalion Volunteer Defence Corps in the Mackay Area of Queensland (May 1943) [Part 14 of 15],"Written records, 1939-45 War",1943 - 1943,1943-01-01,1943-01-01,Closed,2012-06-06 00:00:00,Withheld pending adv
459452,AWM54,244/2/26 PART 15,"[Demolitions - Schemes:] Demolition Reconnaissance Reports by 15 Battalion Volunteer Defence Corps, Location Queensland (Oct 1943) [Part 15 of 15]","Written records, 1939-45 War",1943 - 1943,1943-01-01,1943-01-01,Closed,2012-06-06 00:00:00,Withheld pending adv
459457,AWM54,244/2/35,"[Demolitions - Schemes:] Specific directions and reports on Missima, Apinaipi, Robinson River Bulola. Preparations for demolitions of Kokoda Track. Report on demolition of Bulolo Gold Dredging Limited plants and equipment in New Guinea (Jul 1942)","Written records, 1939-45 War",1942 - 1942,1942-01-01,1942-01-01,Closed,2012-06-08 00:00:00,Withheld pending adv
459464,AWM54,244/2/49,"[Demolitions - Schemes:] Demolition of aerodromes, Northern Command - Notes on commercial explosives (Mar-Apr 1942)","Written records, 1939-45 War",1942 - 1942,1942-01-01,1942-01-01,Closed,2012-06-08 00:00:00,Withheld pending adv
